ptf,PTFS,PTFG,PTFH1,PTFH2,PTFH3,PTFH4,PTFH5,HVSC
75,99.98,97.99,119.99,139.99,130,129.93,117,18
72,75,72,69.99,130.99,126,129.91,117,18
71.99,72,72,69.99,130,126,129.92,117,18.5
120,71.99,128.99,140,150,147.99,149.99,135,19
150,120,150.01,153.99,154,152,149.99,149.99,19.5
154,150,154,157,157,154.99,150,150,20
156.99,154,156.22,157,157,154.99,160,150,21
159.99,156.99,159.99,159.99,157,155,169.99,169.99,21
156.99,159.99,154,156.99,156.99,152,150,150,22
157,156.99,156.99,156.99,156.99,152,150,150,21.5
159.99,157,157,157,157,154.99,150,150,21.5
157,159.99,154.99,156.99,156.99,152,150,150,22
154,157,154,155,156.99,152,149.99,150,22
153.99,154,153.99,154,156.99,152,149.99,150,22.5
149.99,153.99,148.07,149.99,154,148,149.99,149.99,23
140.01,149.99,140,145,153.99,150,149.99,149.99,22
150,140.01,149.99,149.99,156.99,152,149.99,149.99,22
151.14,150,149.99,150.01,156.99,152,149.99,150,21.67
156.99,151.14,153.99,156.99,156.99,154.99,150,150,20.5
154,156.99,149.99,154,156.99,152,149.99,149.99,20
140,154,140,149.99,154,148,148.06,144.97,20
129,140,129.99,130,150,147.99,132,141.99,20
100,129,120.01,119.99,149.99,147.99,100.07,132,19
72,100,99.98,100.05,141.99,139.99,72,129.99,19
71.99,72,75,100.03,139.99,130,72,129.99,17
71.99,71.99,72,98,130,130,72,129.99,17
71.99,71.99,71.99,72,130,129.99,71.99,129.99,19.5
119.99,71.99,120,130,150,148,130,144.99,20.5
149.99,119.99,150,154,156.99,152,150.99,149.99,21
155,149.99,154,156.99,157,154.99,150.99,150,22.33
159.99,155,156.99,157,157,155,151,150,23
159.99,159.99,159.99,159.99,159.99,159.99,151,150,23
154.99,159.99,156.99,156.99,157,154.99,150.99,150,23.5
155,154.99,157,156.99,157,152,150.99,150,24.5
159.99,155,159.99,157,157,155,150.99,150,24
159.99,159.99,157,157,157,154.99,150.99,150,24.67
155,159.99,154,156.99,157,154.99,150.99,150,25
154.99,155,153.99,154,156.99,152,150.99,150,27
149.99,154.99,149.99,149.99,154,151.99,150.99,149.99,26
140.01,149.99,140.01,149.99,154,151.99,150.99,149.99,25.5
149.99,140.01,150,153.99,156.99,152,150.99,150,24
150,149.99,151.14,150,156.99,152,150.99,149.99,24
155,150,156.99,154,157,152,150.99,150,23
150,155,154,153.99,156.99,151.99,150.99,149.99,21.5
140,150,140,148.79,153.99,147.99,148,144.96,21
130,140,129,130.01,150,147.99,147.99,140,21.5
100,130,100,79.99,149.99,130,135.01,139.99,20
72,100,72,97.99,140,80,130,130.99,20
71.99,72,71.99,97.99,130,60.35,129.99,130.99,19
45.85,71.99,71.99,71.99,120.9,35.01,129.98,130,19
35.99,45.85,71.99,46.96,120.08,3.52,127.99,120.01,19.5
72,35.99,119.99,97.99,140,115,139.99,139.99,20.5
138.27,72,149.99,149.99,153.99,143.99,147.99,144.76,23
150,138.27,155,154,156.99,148,149.96,149.99,24
154.99,150,159.99,156.99,156.99,149.96,151.99,150,25.5
155,154.99,159.99,157,157,151.99,152,150,27
150,155,154.99,156.99,156.99,149.97,149.96,149.99,28
150,150,155,156.99,156.99,149.91,148,149.99,28.5
149.99,150,159.99,154,156.99,148,148,149.99,28
139,149.99,159.99,150,156.99,148,148,149.99,28.33
130,139,155,149.99,154,147.99,147.99,149.99,28
129.99,130,154.99,144.1,150,143.99,147.39,149.99,26.5
100.03,129.99,149.99,140.01,149.99,140,140,144.97,26
98.99,100.03,140.01,130.65,150,144,146.98,145,24.5
130,98.99,149.99,149.99,153.99,148,147.99,149.99,23.5
138.26,130,150,149.99,150,148,147.99,149.99,23
149.99,138.26,155,150,156.99,151.99,151.99,149.99,21
139,149.99,150,150,154,149.95,148,149.99,21
81.89,139,140,149.99,150,148,147.99,140.99,21
46.74,81.89,130,129.99,149.99,147.99,140,134.94,20.5
35.07,46.74,100,100.01,130,133.96,129.99,125,20
26,35.07,72,72,120,125.99,120.01,72,20
25.99,26,71.99,71.99,119.99,120,120,84,20
3,25.99,45.85,69.99,84,83.99,81.01,72,20
3,3,35.99,35.05,34,71.99,72,46.75,20
3,3,72,36,83.99,34,80.01,71.99,21
28.94,3,138.27,72,130,129.99,129.99,120.01,22.5
72,28.94,150,129.99,149.99,147.99,147.99,140,23
131.63,72,154.99,150,153.99,148,148,149.99,24
149.99,131.63,155,150,153.99,148,147.99,144.99,25.5
149.99,149.99,150,150,153.99,148,148,149.99,26
139.99,149.99,150,150,150.01,148,148,149.99,26.5
139.99,139.99,149.99,150,150,148,148,149.99,26.5
130,139.99,139,150,150,148,147.99,144.97,27
130,130,130,140,150,147.99,147.99,139.99,27
73.99,130,129.99,130,149.99,147.99,147.99,135.99,25.5
72,73.99,100.03,129.99,149.99,147.99,147.99,135.99,24.5
84.77,72,98.99,130,150,148,148,140,23
149.99,84.77,130,150,154,151.99,151.99,149.99,22
149.99,149.99,138.26,150,154,151.99,151.99,149.99,21.67
134.98,149.99,149.99,149.99,153.99,151.99,149.93,144.96,20
129.99,134.98,139,140,150,149.96,148,144.9,19
100.09,129.99,81.89,128.99,149.99,147.99,144,135.29,19.5
70,100.09,46.74,72,137.99,130,139.99,129.99,20
35.99,70,35.07,71.99,99.99,119.99,120,72,20
35.06,35.99,26,40.97,35.06,69,100.06,71.99,20
35.02,35.06,25.99,37.3,35.04,70,100.06,71.99,19.5
26,35.02,3,36,30,35.09,100.05,71.99,19
26,26,3,36,35.07,47.12,100.03,69.99,19.5
75,26,3,72,139.99,144.38,147.99,131.99,20.5
150,75,28.94,150,153.99,149.99,151.99,149.99,21
159.89,150,72,156.99,156.99,152,154.99,150,21.67
159.99,159.89,131.63,156.99,157,154.99,155,154.91,22.5
159.99,159.99,149.99,159.99,157,155,155,168.04,23
159.99,159.99,149.99,156.99,155,152,154.99,150,23
159.99,159.99,139.99,156.99,156.99,154.99,154.99,150,23.5
160,159.99,139.99,157,156.99,154.99,155,150,24.5
159.99,160,130,156.99,156.99,154.99,154.99,150,24.67
159.99,159.99,130,154,156.99,154.75,154.99,150,25
154.99,159.99,73.99,150.01,154,152,152,149.99,25
138.99,154.99,72,149.99,153.99,150,151.01,149.99,25.5
130,138.99,84.77,149.99,150,150,151.99,149.99,24.5
140,130,149.99,153.99,154,152,152,149.99,23.5
140,140,149.99,153.99,154,152,152,149.99,23.33
154.99,140,134.98,156.99,157,152,154.99,149.99,23.5
149.99,154.99,129.99,153.99,156.99,151.99,152,149.99,22.5
140,149.99,100.09,149.99,150,149.98,148,149.99,22.5
134,140,70,139.99,149.99,148,147.99,143.53,23
120,134,35.99,129,137.99,147.99,147.99,130,22
98.99,120,35.06,106.2,129.93,140,140.01,129.94,21.33
72,98.99,35.02,100.06,120.81,140,140,130,21
71.99,72,26,80,115,135,139.99,130,21.5
71.99,71.99,26,72,84,130,130,129.99,22.5
119.99,71.99,75,129,149.98,148,147.99,149.98,24
154.99,119.99,150,150,153.99,151.99,151.99,149.99,25
164.99,154.99,159.89,156.99,155,152,152,150,25
164.99,164.99,159.99,159.99,156.99,154.99,154.99,160,26
165,164.99,159.99,159.99,157,155,154.99,169.99,27.5
164.99,165,159.99,156.99,156.99,152,151.99,150,27.5
164.99,164.99,159.99,156.99,156.99,152,151.99,150,28
164.99,164.99,160,157,157,154.99,152,150,29
164.99,164.99,159.99,156.99,157,152,151.99,150,29
164.99,164.99,159.99,154,155,152,151.99,150,30
160,164.99,154.99,153.99,154,151.99,151.99,150,30
154.99,160,138.99,150,150,148,148,149.99,29
154.99,154.99,130,149.99,150,148,148,149.99,27.5
155,154.99,140,153.99,153.99,151.99,151.99,150,26
159.99,155,140,153.99,154,151.99,151.99,150,26
164.99,159.99,154.99,156.99,156.99,154.99,152,150,26
159.99,164.99,149.99,153.99,156.99,152,151.99,150,25
154.99,159.99,140,148.06,149.99,150,148,148,24.5
150,154.99,134,130,134.96,149.99,147.99,131.99,24.5
129.99,150,120,120,129.91,149.99,130,120.01,22.5
100.09,129.99,98.99,99.99,120,139.99,125.99,72,21.67
119.98,100.09,72,97.99,119.99,135,120.01,120,22
97.99,119.98,71.99,72,83.99,130,120,72,22
95,97.99,71.99,72,72,129.99,126,72,23.5
133.71,95,119.99,128.99,140,149.99,147.99,149.94,25
160,133.71,154.99,150.01,153.99,154,151.99,149.99,25
164.99,160,164.99,154,156.99,156.99,152,149.99,25.33
165,164.99,164.99,156.22,156.99,157,154.99,150,26
165,165,165,159.99,157,157,155,150,27
165,165,164.99,154,156.99,156.99,152,149.99,27.5
165,165,164.99,156.99,156.99,156.99,154.99,149.99,28.5
165,165,164.99,157,156.99,156.99,154.99,150,29.5
165,165,164.99,154.99,156.99,156.99,154.99,150,29
165,165,164.99,154,154,154,154.99,149.99,30
164.99,165,160,153.99,153.99,154,152,149.99,30.5
160,164.99,154.99,148.07,149.99,153.99,151.99,149.99,30.5
155,160,154.99,140,147.99,153.99,151.99,149.99,30.5
160,155,155,149.99,150,154,152,149.99,27.5
160.01,160,159.99,149.99,150,154,152,149.99,27
164.99,160.01,164.99,153.99,156.99,156.99,154.99,150,26.5
160.01,164.99,159.99,149.99,154,154,152,149.99,24.5
159.99,160.01,154.99,140,150,150,148,149.99,25
140,159.99,150,129.99,149.99,150,147.99,149.99,27.5
133.62,140,129.99,120.01,131.99,149.99,140,134.96,24.5
110.21,133.62,100.09,99.98,129.95,140,135.01,131.99,24
129.99,110.21,119.98,75,119.99,139.99,130,129.93,24
97.99,129.99,97.99,72,69.99,130.99,126,129.91,22.5
72,97.99,95,71.99,69.99,130,126,129.92,23.5
139.99,72,133.71,120,140,150,147.99,149.99,25
164.99,139.99,160,150,153.99,154,152,149.99,27
169.99,164.99,164.99,154,157,157,154.99,150,29.33
169.99,169.99,165,156.99,157,157,154.99,160,31
170,169.99,165,159.99,159.99,157,155,169.99,31.5
169.99,170,165,156.99,156.99,156.99,152,150,31
169.99,169.99,165,157,156.99,156.99,152,150,31
170,169.99,165,159.99,157,157,154.99,150,31
170,170,165,157,156.99,156.99,152,150,30.33
169.99,170,165,154,155,156.99,152,149.99,29.5
169.99,169.99,164.99,153.99,154,156.99,152,149.99,29.5
160,169.99,160,149.99,149.99,154,148,149.99,28.5
159.99,160,155,140.01,145,153.99,150,149.99,28
161.36,159.99,160,150,149.99,156.99,152,149.99,27.5
164.99,161.36,160.01,151.14,150.01,156.99,152,149.99,25.33
169.99,164.99,164.99,156.99,156.99,156.99,154.99,150,24
165,169.99,160.01,154,154,156.99,152,149.99,23.5
160,165,159.99,140,149.99,154,148,148.06,22.5
159.99,160,140,129,130,150,147.99,132,23
139.99,159.99,133.62,100,119.99,149.99,147.99,100.07,23
110.21,139.99,110.21,72,100.05,141.99,139.99,72,23
129.99,110.21,129.99,71.99,100.03,139.99,130,72,23
100.01,129.99,97.99,71.99,98,130,130,72,23
97.99,100.01,72,71.99,72,130,129.99,71.99,23.5
139.99,97.99,139.99,119.99,130,150,148,130,24
165,139.99,164.99,149.99,154,156.99,152,150.99,26
169.99,165,169.99,155,156.99,157,154.99,150.99,27.33
170,169.99,169.99,159.99,157,157,155,151,27.5
170,170,170,159.99,159.99,159.99,159.99,151,29
169.99,170,169.99,154.99,156.99,157,154.99,150.99,28.5
169.99,169.99,169.99,155,156.99,157,152,150.99,29
170,169.99,170,159.99,157,157,155,150.99,28.5
170,170,170,159.99,157,157,154.99,150.99,28.33
170,170,169.99,155,156.99,157,154.99,150.99,28.5
169.99,170,169.99,154.99,154,156.99,152,150.99,27.5
164.99,169.99,160,149.99,149.99,154,151.99,150.99,27
160,164.99,159.99,140.01,149.99,154,151.99,150.99,26
165,160,161.36,149.99,153.99,156.99,152,150.99,25
165,165,164.99,150,150,156.99,152,150.99,24.67
169.99,165,169.99,155,154,157,152,150.99,24
165,169.99,165,150,153.99,156.99,151.99,150.99,24
160,165,160,140,148.79,153.99,147.99,148,23
159.99,160,159.99,130,130.01,150,147.99,147.99,24.5
139.93,159.99,139.99,100,79.99,149.99,130,135.01,23
100,139.93,110.21,72,97.99,140,80,130,23
72,100,129.99,71.99,97.99,130,60.35,129.99,23
71.99,72,100.01,45.85,71.99,120.9,35.01,129.98,23
71.99,71.99,97.99,35.99,46.96,120.08,3.52,127.99,23
72,71.99,139.99,72,97.99,140,115,139.99,24.5
143.54,72,165,138.27,149.99,153.99,143.99,147.99,26
165,143.54,169.99,150,154,156.99,148,149.96,26.67
169.99,165,170,154.99,156.99,156.99,149.96,151.99,27.5
169.99,169.99,170,155,157,157,151.99,152,28
169.99,169.99,169.99,150,156.99,156.99,149.97,149.96,28.5
169.99,169.99,169.99,150,156.99,156.99,149.91,148,29
169.99,169.99,170,149.99,154,156.99,148,148,29
165.01,169.99,170,139,150,156.99,148,148,29
164.99,165.01,170,130,149.99,154,147.99,147.99,28.5
160,164.99,169.99,129.99,144.1,150,143.99,147.39,28
159.93,160,164.99,100.03,140.01,149.99,140,140,27
147.87,159.93,160,98.99,130.65,150,144,146.98,25.5
160,147.87,165,130,149.99,153.99,148,147.99,24.5
160,160,165,138.26,149.99,150,148,147.99,23.67
160,160,169.99,149.99,150,156.99,151.99,151.99,23
160,160,165,139,150,154,149.95,148,22.5
150,160,160,81.89,149.99,150,148,147.99,22
129.99,150,159.99,46.74,129.99,149.99,147.99,140,22
72,129.99,139.93,35.07,100.01,130,133.96,129.99,21.5
71.99,72,100,26,72,120,125.99,120.01,21
36,71.99,72,25.99,71.99,119.99,120,120,21
33.99,36,71.99,3,69.99,84,83.99,81.01,21
19.98,33.99,71.99,3,35.05,34,71.99,72,21
35.07,19.98,72,3,36,83.99,34,80.01,22
72,35.07,143.54,28.94,72,130,129.99,129.99,23.5
129.99,72,165,72,129.99,149.99,147.99,147.99,25
159.99,129.99,169.99,131.63,150,153.99,148,148,25
159.99,159.99,169.99,149.99,150,153.99,148,147.99,26
160,159.99,169.99,149.99,150,153.99,148,148,26.5
160,160,169.99,139.99,150,150.01,148,148,27
160,160,169.99,139.99,150,150,148,148,26.5
160,160,165.01,130,150,150,148,147.99,26
159.99,160,164.99,130,140,150,147.99,147.99,26
139.99,159.99,160,73.99,130,149.99,147.99,147.99,26
134.99,139.99,159.93,72,129.99,149.99,147.99,147.99,25
139.93,134.99,147.87,84.77,130,150,148,148,25
159.99,139.93,160,149.99,150,154,151.99,151.99,24
159.99,159.99,160,149.99,150,154,151.99,151.99,23.67
159.99,159.99,160,134.98,149.99,153.99,151.99,149.93,22.5
148,159.99,160,129.99,140,150,149.96,148,22
139.99,148,150,100.09,128.99,149.99,147.99,144,22
129.27,139.99,129.99,70,72,137.99,130,139.99,22
37.87,129.27,72,35.99,71.99,99.99,119.99,120,21
29.45,37.87,71.99,35.06,40.97,35.06,69,100.06,21
6.85,29.45,36,35.02,37.3,35.04,70,100.06,21
75.096,6.85,33.99,26,36,30,35.09,100.05,20.5
68.258,75.1,19.98,26,36,35.07,47.12,100.03,21
120.01,68.26,35.07,75,72,139.99,144.38,147.99,22.5
164.99,120.01,72,150,150,153.99,149.99,151.99,24
169.99,164.99,129.99,159.89,156.99,156.99,152,154.99,25.33
169.99,169.99,159.99,159.99,156.99,157,154.99,155,26
170,169.99,159.99,159.99,159.99,157,155,155,26.5
170,170,160,159.99,156.99,155,152,154.99,27.5
174.99,170,160,159.99,156.99,156.99,154.99,154.99,28.5
174.99,174.99,160,160,157,156.99,154.99,155,28
174.99,174.99,160,159.99,156.99,156.99,154.99,154.99,28
174.99,174.99,159.99,159.99,154,156.99,154.75,154.99,27.5
170,174.99,139.99,154.99,150.01,154,152,152,27
165,170,134.99,138.99,149.99,153.99,150,151.01,26.5
147.99,165,139.93,130,149.99,150,150,151.99,25
164.99,147.99,159.99,140,153.99,154,152,152,24.5
165,164.99,159.99,140,153.99,154,152,152,24.33
169.92,165,159.99,154.99,156.99,157,152,154.99,23
164.99,169.92,148,149.99,153.99,156.99,151.99,152,23
165,164.99,139.99,140,149.99,150,149.98,148,23
164.99,165,129.27,134,139.99,149.99,148,147.99,23
140,164.99,37.87,120,129,137.99,147.99,147.99,23
129.99,140,29.45,98.99,106.2,129.93,140,140.01,23
130,129.99,6.85,72,100.06,120.81,140,140,22.5
97.99,130,75.1,71.99,80,115,135,139.99,22
72,97.99,68.26,71.99,72,84,130,130,22.5
140.01,72,120.01,119.99,129,149.98,148,147.99,23.5
174.99,140.01,164.99,154.99,150,153.99,151.99,151.99,25.5
174.99,174.99,169.99,164.99,156.99,155,152,152,26.67
174.99,174.99,169.99,164.99,159.99,156.99,154.99,154.99,27
175,174.99,170,165,159.99,157,155,154.99,27
174.99,175,170,164.99,156.99,156.99,152,151.99,27
175,174.99,174.99,164.99,156.99,156.99,152,151.99,27.5
175,175,174.99,164.99,157,157,154.99,152,28
175,175,174.99,164.99,156.99,157,152,151.99,28
174.99,175,174.99,164.99,154,155,152,151.99,27.5
174.99,174.99,170,160,153.99,154,151.99,151.99,27
170,174.99,165,154.99,150,150,148,148,26.5
169.99,170,147.99,154.99,149.99,150,148,148,26
170,169.99,164.99,155,153.99,153.99,151.99,151.99,26
170,170,165,159.99,153.99,154,151.99,151.99,25.67
171.24,170,169.92,164.99,156.99,156.99,154.99,152,24
170,171.24,164.99,159.99,153.99,156.99,152,151.99,24
169.91,170,165,154.99,148.06,149.99,150,148,24
159,169.91,164.99,150,130,134.96,149.99,147.99,24.5
139.99,159,140,129.99,120,129.91,149.99,130,24
129.99,139.99,129.99,100.09,99.99,120,139.99,125.99,24
120.01,129.99,130,119.98,97.99,119.99,135,120.01,23
35.1,120.01,97.99,97.99,72,83.99,130,120,23
44.81,35.1,72,95,72,72,129.99,126,23.5
139.98,44.81,140.01,133.71,128.99,140,149.99,147.99,24.5
170,139.98,174.99,160,150.01,153.99,154,151.99,26
174.99,170,174.99,164.99,154,156.99,156.99,152,27.33
177.99,174.99,174.99,165,156.22,156.99,157,154.99,28.5
179.99,177.99,175,165,159.99,157,157,155,29
177.99,179.99,174.99,165,154,156.99,156.99,152,29
179.99,177.99,175,165,156.99,156.99,156.99,154.99,29.5
179.99,179.99,175,165,157,156.99,156.99,154.99,29
179.99,179.99,175,165,154.99,156.99,156.99,154.99,29
179.59,179.99,174.99,165,154,154,154,154.99,28.5
175.82,179.59,174.99,164.99,153.99,153.99,154,152,28
170,175.82,170,160,148.07,149.99,153.99,151.99,27
169.99,170,169.99,155,140,147.99,153.99,151.99,26
170,169.99,170,160,149.99,150,154,152,25.5
171.24,170,170,160.01,149.99,150,154,152,25.33
174.99,171.24,171.24,164.99,153.99,156.99,156.99,154.99,24.5
170,174.99,170,160.01,149.99,154,154,152,23
169.99,170,169.91,159.99,140,150,150,148,23
159.97,169.99,159,140,129.99,149.99,150,147.99,22.5
155.01,159.97,139.99,133.62,120.01,131.99,149.99,140,22
134.66,155.01,129.99,110.21,99.98,129.95,140,135.01,22
134.4,134.66,120.01,129.99,75,119.99,139.99,130,22
119.99,134.4,35.1,97.99,72,69.99,130.99,126,22
98,119.99,44.81,72,71.99,69.99,130,126,22.5
140,98,139.98,139.99,120,140,150,147.99,23.5
174.99,140,170,164.99,150,153.99,154,152,24.5
174.99,174.99,174.99,169.99,154,157,157,154.99,25
175,174.99,177.99,169.99,156.99,157,157,154.99,26.5
178,175,179.99,170,159.99,159.99,157,155,27.5
175,178,177.99,169.99,156.99,156.99,156.99,152,28
179.99,175,179.99,169.99,157,156.99,156.99,152,29
179.99,179.99,179.99,170,159.99,157,157,154.99,28.5
179.99,179.99,179.99,170,157,156.99,156.99,152,28.67
179.99,179.99,179.59,169.99,154,155,156.99,152,28
179.99,179.99,175.82,169.99,153.99,154,156.99,152,28
174.99,179.99,170,160,149.99,149.99,154,148,27
170,174.99,169.99,159.99,140.01,145,153.99,150,26.5
174.99,170,170,161.36,150,149.99,156.99,152,25.5
175,174.99,171.24,164.99,151.14,150.01,156.99,152,24.5
175,175,174.99,169.99,156.99,156.99,156.99,154.99,24
174.99,175,170,165,154,154,156.99,152,24
170,174.99,169.99,160,140,149.99,154,148,23
160,170,159.97,159.99,129,130,150,147.99,23.5
154.99,160,155.01,139.99,100,119.99,149.99,147.99,23
130,154.99,134.66,110.21,72,100.05,141.99,139.99,22
134.64,130,134.4,129.99,71.99,100.03,139.99,130,22
104.99,134.64,119.99,100.01,71.99,98,130,130,22
100.01,104.99,98,97.99,71.99,72,130,129.99,23
140,100.01,140,139.99,119.99,130,150,148,23.5
170,140,174.99,165,149.99,154,156.99,152,25.5
179.01,170,174.99,169.99,155,156.99,157,154.99,27.67
179.99,179.01,175,170,159.99,157,157,155,29
179.99,179.99,178,170,159.99,159.99,159.99,159.99,30
175,179.99,175,169.99,154.99,156.99,157,154.99,30.5
172,175,179.99,169.99,155,156.99,157,152,31
179.99,172,179.99,170,159.99,157,157,155,31
179.99,179.99,179.99,170,159.99,157,157,154.99,31
175,179.99,179.99,170,155,156.99,157,154.99,31
175,175,179.99,169.99,154.99,154,156.99,152,30
170,175,174.99,164.99,149.99,149.99,154,151.99,29.5
169.99,170,170,160,140.01,149.99,154,151.99,28.5
170,169.99,174.99,165,149.99,153.99,156.99,152,28.5
174.99,170,175,165,150,150,156.99,152,27.67
175,174.99,175,169.99,155,154,157,152,26
174.99,175,174.99,165,150,153.99,156.99,151.99,25
170,174.99,170,160,140,148.79,153.99,147.99,25
169.99,170,160,159.99,130,130.01,150,147.99,25
158.97,169.99,154.99,139.93,100,79.99,149.99,130,24
148,158.97,130,100,72,97.99,140,80,23.67
140,148,134.64,72,71.99,97.99,130,60.35,24
130,140,104.99,71.99,45.85,71.99,120.9,35.01,24
130,130,100.01,71.99,35.99,46.96,120.08,3.52,24
148,130,140,72,72,97.99,140,115,24.5
174.99,148,170,143.54,138.27,149.99,153.99,143.99,26
179.99,174.99,179.01,165,150,154,156.99,148,27.33
179.99,179.99,179.99,169.99,154.99,156.99,156.99,149.96,27
179.99,179.99,179.99,169.99,155,157,157,151.99,27.5
179.99,179.99,175,169.99,150,156.99,156.99,149.97,28.5
179.99,179.99,172,169.99,150,156.99,156.99,149.91,32
179.99,179.99,179.99,169.99,149.99,154,156.99,148,31.5
179.99,179.99,179.99,165.01,139,150,156.99,148,31.67
179.99,179.99,175,164.99,130,149.99,154,147.99,30.5
174.99,179.99,175,160,129.99,144.1,150,143.99,31
169.99,174.99,170,159.93,100.03,140.01,149.99,140,30
168,169.99,169.99,147.87,98.99,130.65,150,144,29.5
170,168,170,160,130,149.99,153.99,148,27.5
174.93,170,174.99,160,138.26,149.99,150,148,27
174.99,174.93,175,160,149.99,150,156.99,151.99,26
170,174.99,174.99,160,139,150,154,149.95,25
170,170,170,150,81.89,149.99,150,148,24.5
167.99,170,169.99,129.99,46.74,129.99,149.99,147.99,24.5
151.99,167.99,158.97,72,35.07,100.01,130,133.96,23.5
130.01,151.99,148,71.99,26,72,120,125.99,23.33
129.99,130.01,140,36,25.99,71.99,119.99,120,24
72,129.99,130,33.99,3,69.99,84,83.99,24
71.99,72,130,19.98,3,35.05,34,71.99,24
100,71.99,148,35.07,3,36,83.99,34,25
130,100,174.99,72,28.94,72,130,129.99,27
168,130,179.99,129.99,72,129.99,149.99,147.99,28
170,168,179.99,159.99,131.63,150,153.99,148,28.5
174.99,170,179.99,159.99,149.99,150,153.99,148,30
175,174.99,179.99,160,149.99,150,153.99,148,29.5
175,175,179.99,160,139.99,150,150.01,148,30.5
174.99,175,179.99,160,139.99,150,150,148,31
173.98,174.99,179.99,160,130,150,150,148,31
169.99,173.98,179.99,159.99,130,140,150,147.99,30
140,169.99,174.99,139.99,73.99,130,149.99,147.99,30
130,140,169.99,134.99,72,129.99,149.99,147.99,29
130.01,130,168,139.93,84.77,130,150,148,28
168,130.01,170,159.99,149.99,150,154,151.99,27.5
174.99,168,174.93,159.99,149.99,150,154,151.99,27
170,174.99,174.99,159.99,134.98,149.99,153.99,151.99,26
