Open,High,Low,Close,Volume,Adj Close
252.971802,255.691605,252.667938,511.475769,5117600,255.482391
255.223358,256.737671,254.336685,509.999817,5323200,254.745148
255.59198,257.285645,254.780029,513.839294,5977400,256.662964
256.548401,263.01416,256.349152,523.712158,7415000,261.594482
260.722748,263.751404,260.149902,526.354919,6650600,262.91452
263.69162,263.925751,258.152374,522.08667,7278900,260.782532
257.963104,259.64679,257.435059,517.928101,7354600,258.705322
259.666718,260.060242,254.48613,513.07135,6475700,256.279388
257.529724,259.851013,256.902069,519.902649,5427400,259.69162
259.293091,263.004181,258.530975,521.219055,5994300,260.349152
261.051514,262.620636,260.633087,523.34314,3796200,261.410156
260.623108,264.144928,260.134949,527.302307,5550400,263.387756
262.281891,263.651764,261.056488,523.861755,4411300,261.669189
262.276917,267.621887,261.156128,533.804504,8462900,266.63559
268.628113,273.699097,268.423889,545.352783,11095100,272.403961
272.478668,277.360382,271.995483,551.316406,11091300,275.382813
277.131256,279.347931,275.382813,558.566467,16083400,279.004211
279.452545,284.663025,278.954407,566.464783,10633600,282.949432
280.94693,283.716553,280.379059,567.442078,5481600,283.437592
284.134979,284.827393,280.852295,566.60437,6717100,283.019165
284.797516,284.80249,281.833618,565.946228,4128000,282.690399
282.441345,283.711578,281.006714,565.716858,5298700,282.575836
283.920807,291.083954,283.741455,580.955017,9457800,290.187317
290.600769,297.29068,288.922058,582.789978,14187900,291.103882
292.030396,293.395294,289.096405,582.420959,7788000,290.919556
291.452576,291.452576,287.452545,577.444641,5995700,288.433868
292.458801,296.887207,292.408966,592.423523,10175300,295.915833
296.389069,303.99057,295.866028,607.950867,10093600,303.671753
306.406525,310.725311,303.059052,613.495667,17601200,306.441376
309.519836,311.671783,307.248352,623.677734,10811500,311.527313
315.636902,319.507416,303.362915,620.296997,23686300,309.838654
310.824951,318.008026,307.965668,635.644836,13698500,317.504913
318.042908,318.735291,306.625702,618.41217,13939500,308.897186
308.09021,311.791321,304.852325,614.313416,12095700,306.849854
314.047882,315.816254,309.634399,631.745605,12106100,315.55722
316.518616,319.487488,313.076508,637.868774,24670400,318.615753
326.057861,328.015503,320.414001,642.944824,31696200,321.151245
318.142517,326.277039,316.951996,648.968323,13378700,324.159973
329.39035,337.534851,328.7677,673.9198,13638200,336.62326
335.098969,337.470093,328.548523,673.969666,14863800,336.648163
338.072815,338.217285,330.536072,666.679626,11634300,333.006805
335.7565,337.006805,332.782654,672.752991,6732900,336.040436
337.619507,338.730347,334.790131,677.3703,6155500,338.346802
337.48999,348.648193,337.48999,692.867737,13852900,346.087769
349.036713,352.179932,346.720398,705.06427,13805000,352.179932
350.082794,355.527405,349.579681,701.284668,13103200,350.292023
353.928375,355.457672,347.367981,709.302612,11726700,354.296997
352.174957,363.751556,351.716675,723.663208,17833900,361.470123
367.402893,369.509979,361.146332,739.759033,16935700,369.509979
369.181213,372.224823,360.219818,730.933228,16608900,365.101501
365.928406,366.072876,337.325623,691.940308,33148100,345.624512
336.628235,339.66684,329.370453,662.1521,22861400,330.7453
327.641907,333.714172,311.935791,630.339478,20531200,314.854858
321.29071,329.225983,314.854858,658.741455,16954000,329.041656
335.382904,336.483765,316.946991,639.923157,16249900,319.641907
318.092712,322.541046,310.8349,627.926025,13987500,313.649353
315.786346,316.558472,306.859802,631.895142,18153300,315.631927
313.619476,317.196075,308.095184,624.136475,11096100,311.75647
317.051605,328.319366,315.253357,646.764282,19754800,323.059082
320.683014,333.73407,319.841156,658.711548,14079500,329.026733
333.749023,337.873566,332.807556,674.847229,5497800,337.086517
338.829987,345.405334,331.258362,664.176575,13631000,331.7565
336.140076,336.952026,323.915894,671.72583,17875700,335.527374
339.781403,345.853668,334.815033,690.364624,15892300,344.837463
344.085297,350.082794,342.600861,695.091675,12462500,347.198608
354.172485,354.202362,339.781403,691.1026,15850000,345.206085
344.214813,346.202362,339.298218,679.664001,8682500,339.492493
337.888519,344.707947,337.295746,682.286804,8495200,340.802582
345.071594,348.160004,342.466339,696.597534,8450700,347.950806
347.597107,356.942108,347.203583,713.301697,9854700,356.294525
356.160034,357.659393,353.923401,712.91272,7733000,356.10025
356.658173,361.046722,355.66687,716.453003,7741200,357.868622
358.625793,359.148834,348.085297,697.285583,12324100,348.294495
355.66687,355.826263,342.964478,697.435242,12364300,348.369232
346.854889,347.507446,339.333099,692.149719,10119300,345.729126
342.471344,348.543579,342.346802,688.070984,7374400,343.691772
342.715424,346.41156,330.595856,667.397705,11013000,333.365479
335.821259,337.091492,325.031708,671.506409,14387000,335.417786
335.846161,338.481293,333.250885,675.515381,8875300,337.420258
341.63446,344.209808,339.03421,687.801636,8877500,343.557251
347.636963,348.324402,345.325623,694.782471,10804200,347.044189
346.197357,349.056641,345.235962,698.811401,3268900,349.056641
348.189911,355.27832,347.801361,708.893738,5078900,354.092773
352.214813,356.663147,349.061646,698.821472,5906900,349.061646
351.148804,352.653168,346.969482,700.606506,5144500,349.953278
347.980682,349.93335,344.00061,689.586731,4770100,344.448914
345.141327,347.382935,337.599579,683.314026,8646000,341.315674
341.350525,342.142578,336.996857,683.453613,6529300,341.385406
338.575928,339.208557,326.277039,655.201172,10759700,327.273285
325.749023,329.903442,317.484985,647.472412,12854700,323.412781
325.280762,328.747772,314.321838,629.9505,10718100,314.660583
313.843628,325.450134,310.092682,651.411621,13529800,325.380402
321.30069,327.372925,318.859833,644.95929,12715800,322.157471
320.149994,323.522369,313.87851,636.502563,9991200,317.933319
324.354248,327.472565,321.420227,652.029907,8928200,325.68924
321.744019,323.313141,316.503662,635.904175,11178100,317.63443
313.310638,318.800049,299.841125,614.263611,21199100,306.824951
309.220978,311.70166,297.888428,599.145081,16495100,299.273254
303.044128,303.856079,298.107605,598.606567,17143100,299.004272
279.965607,297.634399,279.552185,582.750122,19074200,291.083954
279.308075,282.939484,258.530975,547.117859,34058500,273.285645
278.356659,288.762634,276.035339,572.917114,18872200,286.172363
294.800018,296.389069,282.032867,564.849243,13984100,282.142456
284.418915,285.051544,273.275696,554.457764,11676900,276.951904
279.188538,279.616913,269.3255,549.012695,12613000,274.232117
273.56958,279.16861,270.740204,546.76886,15938600,273.111298
268.498596,285.430145,266.1474,562.754944,29854000,281.096375
263.3479,267.332977,254.04776,514.487488,35332900,256.986755
253.584503,255.432571,245.355347,494.073547,26412800,246.789978
243.801178,253.549637,243.34787,505.412415,22490500,252.453735
254.615631,254.630585,248.035309,500.336334,15329900,249.918243
247.502304,256.134949,246.456223,503.567474,15917100,251.532196
253.753876,257.898346,253.400192,515.27533,13708900,257.38028
259.288116,260.877167,255.741425,519.733093,11695600,259.606934
260.717773,264.309296,255.557114,516.671509,13374500,258.077667
260.274414,266.496094,258.376556,533.15625,13299000,266.311798
268.16983,269.509796,264.508545,530.792725,13001800,265.131226
263.168579,265.335449,261.186005,528.18988,10519400,263.831085
266.471191,266.530975,252.304306,507.556549,12748400,253.524734
250.81488,254.550888,248.478638,507.606384,13374300,253.549637
255.467438,255.646774,248.817368,501.483215,11398100,250.491104
250.09259,253.549637,247.846008,506.409668,11073100,252.951874
252.030334,252.304306,241.963058,485.108154,16808300,242.311752
229.738876,232.364044,222.590683,462.919067,46749000,231.228302
229.205887,236.857208,228.961792,471.565369,20319600,235.547119
234.371521,238.650482,232.807388,474.088409,13223100,236.807388
235.053955,238.974258,231.457443,469.889954,18921400,234.710251
234.874634,235.477371,224.214584,455.768707,15165600,227.656693
224.633026,225.833527,217.07634,443.382721,27345400,221.469879
221.793655,226.237015,221.17099,446.474213,14928800,223.014084
223.009109,225.803635,214.784927,431.515289,14996100,215.542099
213.639221,219.178467,212.324158,432.163513,16204000,215.865875
213.614319,214.695267,205.74881,412.487549,16035000,206.03772
211.835983,219.253189,211.53212,438.635773,17719900,219.09877
219.183441,223.10376,218.217072,438.974823,13353600,219.268127
215.527145,222.655426,213.589417,441.797058,15511000,220.677841
220.662903,223.831024,214.505981,436.721008,13198000,218.142349
213.195892,216.045212,205.285538,418.720428,15835400,209.151047
213.689041,219.596893,211.97049,437.957611,14528500,218.76004
219.7314,222.914459,215.029022,430.81723,12404200,215.193405
212.862137,217.036499,207.970474,432.362976,19901000,215.965515
218.396393,232.020325,218.042725,459.299011,13577600,229.420074
227.87587,227.880844,222.167267,449.545807,11706800,224.54834
225.449951,230.57077,223.806122,456.935516,10490500,228.239502
222.167267,223.467392,219.422546,442.864136,11708000,221.210846
222.894531,225.938126,216.344086,436.880554,8785100,218.222046
217.006607,220.518448,215.19838,439.264008,8926000,219.412582
223.034012,232.378983,222.600632,464.434906,12231700,231.985458
234.072632,236.981735,229.335388,464.424957,12042800,231.980484
230.002899,230.779984,223.228287,453.873901,13607500,226.710236
227.651703,238.022827,227.248215,469.800201,11838500,234.665421
237.624329,241.813629,235.880859,475.514496,11931400,237.519714
235.63678,236.184723,230.142365,466.529175,9127900,233.03154
233.689072,235.118713,227.91571,462.919067,12141400,231.228302
231.611862,236.045242,230.062668,467.795685,10182700,233.664169
231.168518,232.757568,226.655441,456.19751,8370600,227.87088
227.726425,227.87088,224.234512,450.42337,7713900,224.986694
228.20961,229.001648,221.031525,445.616577,9189400,222.585693
221.370255,228.284332,219.676605,453.784149,15318500,226.665405
226.964279,228.827301,222.426285,448.309174,26806000,223.930649
266.605682,272.827362,261.405182,537.933105,36607800,268.697845
268.687897,270.281921,264.154877,536.317566,14935000,267.890869
267.781281,279.367859,267.776306,553.480469,15936400,276.463745
277.928253,278.610687,269.464966,544.993774,9879800,272.22464
274.615662,276.209686,269.001709,541.553162,8301100,270.506073
273.484924,275.467468,270.351654,542.570374,8359900,271.01416
271.920776,277.365356,268.493622,550.608337,8047200,275.029114
274.386536,280.648071,273.978058,556.940918,8724400,278.192261
280.055298,291.337982,278.192261,572.71759,15865200,286.072723
288.075226,296.354187,287.407715,591.456177,13255000,295.432648
298.127533,300.100159,288.56839,579.698486,14049900,289.559662
298.311859,298.381592,292.46875,593.271179,12609000,296.339233
294.396515,294.894653,290.411469,584.754578,9293200,292.085205
294.032898,298.625671,287.138733,577.414734,13275500,288.418945
292.005493,293.549713,288.374115,581.413757,10284100,290.416443
288.418945,291.407745,284.583313,571.630615,9003300,285.529755
286.30188,292.27948,283.392761,583.33844,9764200,291.377838
292.020447,292.877228,288.194763,581.403809,10365600,290.411469
292.149963,294.49118,286.550934,574.722107,8784300,287.073975
288.418945,290.386566,286.730255,579.409241,8717800,289.415192
289.629395,291.248322,288.0802,578.481812,8580100,288.951935
288.194763,293.340485,285.689178,575.938782,11251000,287.681702
286.242096,290.152435,285.385315,577.015869,6652000,288.219696
288.17984,289.619446,272.922028,548.484192,12984600,273.968109
274.944427,276.070221,269.116272,547.955627,10190600,273.704102
272.458771,275.467468,267.900848,543.128845,8896100,271.293121
271.462494,280.249542,270.909576,559.364319,7759900,279.40274
282.909576,284.677948,279.50235,566.684204,8131100,283.059021
286.321808,291.8461,285.529755,581.403809,9726200,290.411469
290.645599,293.858551,289.564636,584.196106,6474500,291.806244
290.162415,290.854797,284.568359,573.425659,7375800,286.426392
287.173615,289.166138,279.25827,565.746765,8642800,282.59079
281.609467,287.920807,281.220917,570.65332,6751500,285.041595
287.462524,292.922058,287.029144,584.694763,7862700,292.055298
288.792542,289.275726,282.441345,565.447571,9504400,282.441345
282.96936,283.93573,271.681671,556.34259,10616100,277.893402
273.753906,278.366608,272.36908,552.65271,7342200,276.050293
277.081421,277.629364,271.21344,543.707275,7654300,271.582031
273.355408,277.95813,272.418915,551.436035,11024200,275.442566
279.696625,286.775085,279.621918,569.945251,12415000,284.687927
282.192261,288.46875,282.192261,571.241638,7112000,285.33548
287.098877,287.955658,283.128754,567.900879,6951700,283.666748
281.200989,283.432617,278.53598,560.84021,6787600,280.139954
276.638092,280.837341,274.376556,558.666199,11408700,279.054047
277.450043,277.450043,271.238342,544.933899,12010900,272.194733
271.661743,275.542206,269.997986,543.717285,7298900,271.587036
271.552155,274.565857,266.550903,540.815186,9380100,270.137451
271.467468,277.858521,270.819916,549.491394,8275200,274.471222
271.034088,271.44754,263.143677,527.372131,11361400,263.422638
262.854767,264.010437,256.583252,526.624207,10935700,263.049042
265.240814,267.995483,260.553375,524.978699,7558700,262.227112
258.819885,267.35788,257.534698,533.265991,9956900,266.366608
267.253265,269.18103,262.047791,525.596985,8477600,262.53595
264.448792,268.608185,262.765106,535.529724,4818900,267.497345
270.137451,273.474945,266.799957,542.420837,8542200,270.939453
271.975555,276.55838,268.99176,553.011719,9901700,276.229614
274.351654,276.80249,269.355377,540.067261,8339100,269.763855
271.482422,273.72403,264.36908,539.089966,8695800,269.275696
267.248291,268.742676,258.745148,532.338501,10000000,265.90332
268.493622,269.021637,256.762604,520.191833,8882700,259.83606
257.176056,262.765106,249.61438,514.676941,12187400,257.08139
256.060211,267.248291,254.346649,534.133545,9519800,266.799957
266.082672,267.522247,261.270691,531.979492,17640500,265.723999
248.244522,248.55835,238.202164,480.002197,22669300,239.761322
239.542145,241.141144,231.980484,467.516449,11847200,233.524689
232.488571,239.228317,231.930664,475.80368,9418000,237.664169
239.905777,247.686615,238.157333,487.880554,9824800,243.696564
247.422592,247.507278,236.921951,474.31778,7108200,236.921951
242.33667,245.644272,239.850983,490.632996,6390700,245.071411
245.126205,245.126205,236.677872,475.81369,6343600,237.669159
238.755081,242.72023,238.107513,481.787262,5626600,240.652969
241.843506,242.102539,235.522202,481.378418,7007400,240.448746
236.393936,239.547119,234.839767,472.452911,5751600,235.990448
235.372772,235.72644,230.386459,466.57901,6038300,233.056442
233.185959,235.621826,230.08757,461.732361,4992500,230.635529
232.921951,239.143631,232.294312,478.536224,7195800,239.029068
238.291824,243.970535,235.372772,485.008453,6776800,242.261948
240.100052,241.096313,237.315491,477.808197,5568300,238.665421
239.178497,246.949371,236.956833,493.654694,7506500,246.58075
245.315491,253.489853,244.971786,499.468719,8510300,249.484863
250.062698,252.119995,248.070175,501.233887,5532000,250.366562
249.863449,250.829834,246.017868,498.66095,7278100,249.081375
247.920731,252.857224,247.218369,504.106018,5859000,251.801193
252.548386,254.376541,251.806168,508.753235,7117800,254.122482
253.968063,254.04776,246.829819,496.935669,6692700,248.219604
244.299301,248.209656,242.406403,489.157043,6115700,244.334183
246.436295,247.417618,240.383987,483.672119,7993900,241.594452
240.558334,244.035294,238.740143,485.197906,7054500,242.356583
244.832306,246.515991,243.82608,489.246796,4611500,244.379013
242.147369,247.572037,239.850983,481.687561,4043600,240.603165
240.827316,240.827316,234.416351,472.861786,6641100,236.194687
235.980484,236.528427,231.552094,467.297058,8807000,233.4151
235.362808,237.335403,234.286835,472.482819,6082000,236.005386
233.997925,234.625565,230.301773,462.021545,7725100,230.779984
237.494812,240.189713,229.848465,463.976166,12268700,231.756317
233.489822,236.259445,228.9319,463.138489,8661500,231.337891
229.141129,230.755066,223.860916,449.027222,9733200,224.289307
221.913208,225.385208,219.218323,443.033691,9102500,221.295532
225.166016,225.624298,207.995377,418.800201,18103300,209.190903
210.794891,215.38269,206.725143,417.513733,14513300,208.548309
211.442459,211.447449,204.075073,413.026062,12500200,206.306717
203.412567,216.732635,202.431244,432.562439,12991200,216.06514
214.301743,220.169754,213.699005,436.4617,12101100,218.012833
211.208344,220.15979,211.063873,432.672119,13183900,216.119934
212.184677,223.801132,211.950562,441.717285,14033700,220.638
218.42131,218.750076,205.948059,413.355164,18322100,206.4711
210.530884,218.769989,204.483551,437.877838,17243100,218.720184
229.639252,230.172256,220.812347,447.920227,20086900,223.736374
226.217087,226.217087,213.699005,428.962311,8847600,214.266876
215.816071,219.571991,212.065125,428.094666,10447400,213.833496
214.366501,221.669128,214.251938,433.918701,8515700,216.742599
218.600632,224.15979,217.175964,438.396423,10078100,218.979218
213.200867,217.763763,209.728882,429.859833,10624500,214.715195
208.971725,210.964249,189.644165,379.956848,21606400,189.78862
197.250656,211.746323,195.42749,399.423401,6195600,199.512177
204.807327,207.711441,200.797363,410.592712,12516200,205.091263
204.129868,204.224518,192.279297,389.420837,12014500,194.5159
